PMID,DB.ID,REF.SENTENCE,ASSOCIATION.CLASS
11309456,id178124,"[corrected] Pathological tau protein concentrations in CSF are found in both Alzheimer's disease (AD) and frontotemporal dementia (FTD), but studies on brain tissue have suggested that the tau pathology in AD differs from that in FTD and that the difference may be related to the degree of phosphorylation.",A
11303790,id178125,"The present study examines the involvement of the Ras/MEK/ERK pathway of tau phosphorylation in Alzheimer disease (AD), Pick's disease (PiD), progressive supranuclear palsy (PSP) and corticobasal degeneration (CBD), by Western blotting, single and double-labelling immunohistochemistry, and p21Ras activation assay.",X
11259128,id178126,"Since abnormal tau phosphorylation may play a role in neurofibrillary tangle (NFT) formation in aging and Alzheimer's disease (AD), we probed the distribution and abundance of protein phosphatase 2A (PP2A) catalytic (Calpha) and regulatory (PR55alpha and gamma, PR61varepsilon and delta) subunit mRNA in control and AD hippocampus using in situ hybridization.",A
11173884,id178127,"To elucidate the pathogenesis of SD-NFT in comparison with Alzheimer's disease (AD), we investigated the hippocampal lesions and analyzed the tau gene.",X
11113614,id178128,"This may indicate that the amyloid cascade hypothesis in not valid for sporadic Alzheimer disease but that the formation of both, amyloidogenic derivatives and hyperphosphorylated tau protein is downstream the origin of this neurodegenerative disease.",A
11097054,id178129,"The DNA minor groove binders SN6999, SN6570, and SN6113, structurally related to netropsin and distamycin, were investigated for sequence-specific interactions with the 154 base pair cDNA fragment of the human tau 40 protein, involved in pathology of Alzheimer's disease.",X
11016543,id178130,"We investigated the usefulness of cerebrospinal fluid (CSF) beta-amyloid42 (Abeta42), beta-amyloid40 (Abeta40) and tau analyses in the diagnosis of Alzheimer's disease (AD).",X
10985696,id178131,"Thiazin red (TR), a fluorochrome that has an affinity to fibrillary structures such as neurofibrillary tangles (NFTs) or senile plaques, was utilized to investigate assembly of tau protein into fibrils in tau-immunopositive neocortical neurons of corticobasal degeneration (CBD) and of Alzheimer's disease (AD).",X
10940231,id178132,These diseases show that tau mutations can be a prime cause of inherited dementing illness and may throw some light on the pathological process in the much larger number of sporadic cases of Alzheimer's disease.,A
10840038,id178133,Our data suggest that 14-3-3zeta is a tau protein effector and may be involved in the abnormal tau phosphorylation occurring during Alzheimer's disease ontogeny.,A
10814741,id178134,"Since Alzheimer-like phosphoepitopes of tau can be generated by Ck1, the Ckidelta isoform may play an important role in this fundamental aspect of AD pathology.",A
10677623,id178135,"To determine if the high phosphate content of paired helical filaments (PHFs) in Alzheimer's disease (AD) is a result of limited access to filament phosphorylation sites, we studied in vitro dephosphorylation of intact PHFs, PHFs with filamentous structure abolished by formic acid treatment (PHF(FA)) and fetal human tau protein.",X
10706614,id178136,Hyperphosphorylation of microtubule-associated proteins such as tau and neurofilament may underlie the cytoskeletal abnormalities and neuronal death seen in several neurodegenerative diseases including Alzheimer's disease.,A
10642839,id178137,We investigated the hypothesis that excessive deposition of epsilon-(gamma-glutamyl)lysine bonds is a neuropathological mechanism which induces the polymerization of tau protein into stable aggregates leading to the formation of paired helical filaments (PHFs) which deposit into neurofibrillary tangles in Alzheimer's disease (AD) brain.,X
10621897,id178138,"As in Alzheimer's disease, the neuronal degeneration is associated with the deposition of hyperphosphorylated tau protein as neurofibrillary tangles but there are important distinctions between the two diseases.",Y
10619631,id178139,"To evaluate the usefulness of tau proteins as biological markers in the diagnosis of dementia of the Alzheimer type (DAT), we analyzed the concentration of tau proteins in 253 cerebrospinal fluid (CSF) samples from patients with or without neurological disorders.",X
10559557,id178140,"In this study, we investigated the presence of tau in plasma from subjects with Alzheimer's disease (n = 16), frontotemporal dementia (n = 10), vascular dementia (n = 16) and from healthy controls (n = 15).",X
10559557,id178141,We conclude that measurements of tau in plasma cannot be utilized diagnostically for Alzheimer's disease or for the other dementias investigated.,X
10537045,id178142,"These data indicate that tau is likely to be modified physiologically and pathophysiologically by tTG, and tTG may play a role in Alzheimer's disease.",A
10482263,id178143,"To determine whether alterations in the expression of the carboxyl-terminal variants of tau contribute to NFT formation, we analyzed tau mRNA isoform expression in select regions of control, Alzheimer's disease, and PSP brains.",X
10465706,id178144,"Given that tau pathology is a hallmark of Alzheimer's disease (AD), this raises the possibility that mutations in tau may also be associated with AD.",A
10235290,id178145,"The tau protein levels in cerebrospinal fluid (CSF-tau) were examined in 27 patients with alcohol dependence (20 demented and 7 nondemented), 36 age and dementia severity-matched patients with Alzheimer's disease (AD), and 23 age-matched normal control subjects.",X
9890432,id178146,"In the present study, the in vitro effect of various metal ions on the aggregation of tau was examined using paired helical filament tau (PHF-tau) obtained from corticobasal degeneration (CBD) and Alzheimer's disease (AD) brains as well as normal human tau proteins isolated from fetal and adult brains and a recombinant system.",X
9777946,id178147,"In this study, we examined the immunohistochemical localization of AGEs, amyloid beta protein (A beta), apolipoprotein E (ApoE), and tau protein in senile plaques, neurofibrillary tangles (NFTs), and cerebral amyloid angiopathy (CAA) in Alzheimer's disease and other neurodegenerative diseases (progressive supranuclear palsy, Pick's disease, and Guamanian amyotrophic lateral sclerosis/Parkinsonism-dementia complex).",X
9763511,id178148,"The tyrosine phosphorylation of tau by fyn may also have a role in neuropathogenesis, as fyn is upregulated in Alzheimer's disease.",A
9736660,id178149,"A possible role for a protein kinase, PKN, a fatty acid-activated serine/threonine kinase with a catalytic domain homologous to the protein kinase C family and a direct target for Rho, was investigated in the pathology of Alzheimer's disease (AD) using a sensitive immunocytochemistry on postmortem human brain tissues and a kinase assay for human tau protein.",X
9716264,id178150,The similarity between tau phosphorylation in dividing neuronal cells and Alzheimer degenerating neurons may indicate that aging neurons exposed to inappropriate signals respond by an attempt to activate their machinery for regeneration.,A
9407097,id178151,"Sulfated glycosaminoglycans are present in nerve cells in Alzheimer's disease brain in the early stages of neurofibrillary degeneration, suggesting that their interactions with tau may constitute a central event in the development of the neuronal pathology of Alzheimer's disease.",A
9176387,id178152,"Re-entry into the cell cycle is likely deleterious in terminally differentiated neurons and may contribute to the biochemical abnormalities, such as oxidative stress and hyperphosphorylated tau protein, as well as the neuronal degeneration characteristic of the pathology of Alzheimer's disease.",A
9037390,id178153,"To determine possible mechanisms by which NFTs are formed in Alzheimer's disease (AD), we investigated the ability of tissue transglutaminase (TGase) to convert human recombinant tau proteins into insoluble filamentous structures.",X
8990203,id178154,"In the present study, the associations of the Alzheimer-hyperphosphorylated tau (AD P-tau) with the high molecular weight MAPs (HMW-MAPs) MAP1 and MAP2 were investigated.",X
